Product Name,Product Description,Category,Energy,Saturated fat,Carbohydrate,Sugar,Salt
Yeo Valley Little Yeos Red Berries Yogurt Pouch 90g,Whole Milk Yogurt Blended with a Strawberry and Raspberry Puree,yogurts,305,1.9,7.6,7,0.09
"The Coconut Collaborative Yogurt Alternative, Madagascan Vanilla 350g",Cultured Coconut Dessert with Natural Vanilla Flavouring.,yogurts,121,9.5,6.6,2.1,0.06
"Sainsbury's Authentic Fat Free Greek Yogurt, Taste the Difference 500g",Fat free strained Greek yogurt,yogurts,65,0.1,6,4.7,0.22
Fruit Bowl Blackcurrant Yogurt Flakes 5x21g,Fruit pieces made with concentrated apple and blackcurrant purees in a yogurt flavoured coating.,yogurts,453,11,69,62,0.2
Rachel's Organic Greek Style Yogurt Rhubarb 450g,Organic Greek Style Rhubarb Bio Live Yogurt,yogurts,508,4,12.7,12.7,0.1
Rachel's Organic Greek Style Yogurt Raspberry 450g,Organic Greek Style Raspberry Bio Live Yogurt,yogurts,510,4.2,12.3,11.8,0.1
Lancashire Farm Virtually Fat Free Natural Yogurt 1kg,Now made with free range milk,yogurts,205,0.05,7.3,4,0.18
Oykos Dairy Free Chocolate Stracciatella Yogurt Alternative 350g,Fermented coconut based product with chocolate flakes.,yogurts,136,7.3,13.7,9.1,0.11
Little Yeos Organic Red Berries Whole Milk Yogurt  Multipack 6x90g,Whole Milk Yogurt Blended with Strawberry Pur¨¦e and Raspberry Pur¨¦e,yogurts,305,1.9,7.6,7,0.09
Rachel's Organic Greek Style Yogurt Vanilla 450g,Organic Greek Style Vanilla Bio Live Yogurt,yogurts,480,4,11.4,10.7,0.1
Sainsbury's Little Ones Organic Peach & Mango Yogurt 7 Months 90g,Organic fruit puree with pasteurised organic yogurt and organic wholegrain rice flour,yogurts,58,0.9,9.6,7.7,0.03
Yeo Valley Organic Vanilla Creamy Bio Live Yogurt 4x 120g,4 Vanilla Yogurts,yogurts,372,2,11.7,10,0.1
Rachel's Organic Lactose Free Natural Bio-Live Yogurt 450g,Organic Whole Milk Lactose Free Natural Yogurt,yogurts,281,2.2,5.1,5.1,0.2
Strings & Things Limited Sports Edition Yollies Strawberry Flavour Yogurt Lollies 4x25g,Pasteurised thickened yogurt lolly with fruit puree from concentrate.,yogurts,171,2.85,26.4,10.3,0.14
Yeo Valley Organic Mango Yogurt Pouch Multipack 6x90g,6 Whole Milk Yogurts Blended With Mango Pur¨¦e,yogurts,319,2,7.7,7.3,0.09
Pakeeza Live Set Natural Yogurt 425g,Made with British milk,yogurts,340,2.01,7.4,3.5,0.19
Sainsbury's Oat Drink 1L,"Oat drink with added calcium and vitamins B2, B12 and D2",yogurts,44,0.2,6.9,3.8,0.12
FAGE Total 5% Fat Natural Greek Recipe Strained Yoghurt 450g,"3g sugars, 9g protein, 93 kcal per 100g",yogurts,389,3.6,3,3,0.1
Alpro Vanilla Yoghurt Alternative 500g,"Fermented soya product, vanilla, with added calcium and vitamins.",yogurts,280,0.4,7.5,7.5,0.2
The Collective Suckies Strawberry Kids Yoghurt Pouch 100g,Live Strawberry Yoghurt,yogurts,331,1.9,9,8,0.1
FAGE Total 5% Fat Natural Greek Recipe Strained Yoghurt 950g,"3g sugars, 9g protein, 93 kcal, per 100g",yogurts,389,3.6,3,3,0.1
The Collective Suckies Peach  Apricot Kids Yoghurt Pouch 100g,Live Peach and Apricot Yoghurt,yogurts,324,2,9.3,7.8,0.09
Alpro Plain With Coconut Yoghurt Alternative 500g,"Fermented soya product with coconut, and added calcium and vitamins.",yogurts,231,1.1,2.3,2.1,0.32
The Collective Suckies Banana Kids Yoghurt Pouch 100g,Live Banana Yoghurt,yogurts,334,1.9,9.9,8.3,0.09
The Collective Suckies Raspberry Kids Yoghurt Pouch 100g,Live Raspberry Yoghurt,yogurts,331,2,9.5,7.9,0.09
Alpro Strawberry Yoghurt Alternative 500g,"Fermented soya product, strawberry, with added calcium and vitamins.",yogurts,286,0.4,8.1,7.9,0.23
Alpro Greek Style Plain Yoghurt Alternative 400g,Fermented soya product with added calcium and vitamins.,yogurts,283,0.6,2.6,2.5,0.36
Oatly Oatgurt Greek 400g,"Fermented oat product, Greek style, with added vitamins and minerals. Pasteurised.",yogurts,603,0.8,10,4.1,0.11
The Coconut Collaborative Little Choc Pots 4x45g,Coconut Chocolate Ganache,yogurts,227,9.9,25,20,0.09
Petits Filous No Added Sugar Strawberry & Banana Fromage Frais 6x47g,No Added Sugar - contains naturally occuring sugars,yogurts,356,2.2,5.4,4.9,0.12
Sainsbury's Natural Yoghurt 1kg,Whole milk natural yogurt,yogurts,81,2.5,6.6,6.6,0.18
FAGE Total 5% Fat Natural Greek Recipe Strained Yoghurt 150g,"3g sugars, 9g protein, 93 kcal per 100g",yogurts,389,3.6,3,3,0.1
Mary Ann's Dairy Strawberry Yoghurt 450g,Fat free strawberry yogurt,yogurts,79,0,14.6,12.7,0.12
Oatly Oatgurt Strawberry 400g,"Fermented oat product, strawberry, with added vitamins and minerals.",yogurts,423,0.3,16,9.3,0.06
The Collective Straight Up Greek-Style Yoghurt 450g,"Unsweetened, Live Yoghurt",yogurts,437,3.7,7.2,6.8,0.18
Sainsbury's Fat Free Natural Yoghurt 1kg,Fat free natural yogurt,yogurts,48,0.2,6.4,6.4,0.18
The Coconut Collaborative Dairy Free Natural Coconut Yoghurt 600g,Cultured Coconut Dessert.,yogurts,519,9,6,1,0
The Collective Plant Raspberry Greek-Style Yoghurt Alternative 400g,"Live Oat, Coconut and Rice Yoghurt Alternative with Raspberry",yogurts,506,4.2,17,6.7,0.16
Actimel Kids Peach Yoghurt Drink 4x100g,"Yogurt drink with L. Casei Danone cultures, vitamins D and B6, peach and added calcium.",yogurts,261,0.9,9,8.5,0.11
Nush Dairy Free Almond Milk Yog Strawberry 350g,Almond Milk Yog Strawberry,yogurts,348,0.5,4.9,2.2,0.29
G¨¹ Free From Chocolate Mousse with Ganache Desserts Vegan & Gluten Free 2x70g,2 Vegan Chocolate Mousses with Chocolate Ganache,yogurts,1456,17.5,28.8,21.7,0
The Coconut Collab Raspberry Yog 350g,Cultured Coconut Dessert with Raspberry compote.,yogurts,136,8.4,12,5.5,0.05
Kellogg's Fruit Winders Strawberry Snack 5x17g,Strawberry & Pear Fruit Snack Roll,yogurts,393,3.5,79,37,0.13
Kellogg's Crunchy Nut Not So Nutty! Granola 600g,Crunchy Oat Clusters.,yogurts,481,11,60,19,0.85
Kellogg's Fruit Winders Doubles Apple & Strawberry Rolls 5x17g,A delicious apple and strawberry fruit snack roll made with all natural colours and flavours,yogurts,393,3.5,79,37,0.13
Trip CBD Infused Peach Ginger 250ml,"Lightly sparkling, CBD-infused Peach Ginger drink powered by natural botanicals with no added sugar",yogurts,35.1,0,2.1,1.8,0
Benecol Oat Strawberry Oat Shots 4x100g,"Fermented oat drinks with added plant stanols, strawberry, calcium and vitamins.",yogurts,328,0.3,13,8.5,0.01
Yeo Valley Organic Greek Style Natural 150g,Greek Style Natural Yogurt,yogurts,511,6.1,4.7,4.7,0.11
Biotiful Plant Based Oat Kefir Original 250ml,Fermented oat-based drink with added vitamins and calcium.,yogurts,61,2.2,7.4,1.4,0.1
Yeo Valley Organic Cr¨¨me Fraiche Vanilla 200g,Vanilla Half Fat Cr¨¨me Fra?che,yogurts,729,8.1,9.8,8.1,0.14
Yeo Valley Organic Fruit Compote Mixed Berry 220g,Organic Mixed Berry Compote,yogurts,355,0.1,19.3,15.9,0.03
Pakeeza Live Natural Set 900g,Made with British milk,yogurts,340,2.01,7.4,3.5,0.19
Biomel Almond Salted Caramel Probiotic 125ml,,yogurts,177,0.2,4.7,3.9,0.1
Munch Bunch Squashums Fruit Puree No Added Sugar 6x50g,Fruit Puree,yogurts,54,0.3,12,9,0.01
Biotiful Plant Based Oat Kefir Mango 250ml,Fermented oat-based drink with mango and added vitamins and calcium.,yogurts,66,1.9,9.4,2.5,0.09
Zott Jogobella 400g,Yogurt with Strawberries.,yogurts,379,1,12,11,0
Kellogg's Crunchy Nut Not So Nutty! Granola 600g,Crunchy Oat Clusters.,yogurts,481,11,60,19,0.85
Trip CBD Infused Peach Ginger 250ml,"Lightly sparkling, CBD-infused Peach Ginger drink powered by natural botanicals with no added sugar",yogurts,35.1,0,2.1,1.8,0
Trip CBD Infused Lemon Basil 250ml,"Lightly sparkling, CBD-infused Lemon Basil drink powered by natural botanicals with no added sugar",yogurts,33.5,0,2.6,1.7,0
Trip CBD Infused Elderflower Mint 250ml,"Lightly sparkling, CBD-infused Elderflower Mint drink powered by natural botanicals with no added sugar",yogurts,31.8,0,1.9,1.5,0
Pringles Original Sharing Crisps 200g,Savoury Snack.,crisps,534,2.8,56,1.2,1.1
Pringles Sour Cream & Onion Sharing Crisps 200g,Sour Cream and Onion Flavour Savoury Snack.,crisps,525,2.8,56,2.5,1.3
Pringles Salt & Vinegar Sharing Crisps 200g,Salt and Vinegar Flavour Savoury Snack.,crisps,514,2.7,56,2.3,1.9
Walkers Ready Salted Multipack Crisps 6x25g,Ready Salted Potato Crisps,crisps,521,2.5,53,0.4,1.4
Walkers Cheese & Onion Multipack Crisps 6x25g,Cheese & Onion Flavour Potato Crisps,crisps,514,2.4,54,2.6,1.2
Pom-Bear Original Multipack Crisps 6x13g,Ready Salted Teddy Shaped Potato Snack,crisps,503,2.8,63,2.1,1.4
Walkers Classic Variety Multipack Crisps 12x25g,"3 x Cheese & Onion Flavour Potato Crisps
3 x Red Salted Potato Crisps
3 x Salt & Vinegar Flavour Potato Crisps
3 x Prawn Cocktail Flavour Potato Crisps (with sugar and sweetener)",crisps,514,2.4,54,2.6,1.2
Kettle Chips Lightly Salted Sharing Crisps 150g,"Hand Cooked Potato Chips, Lightly Salted.",crisps,2139,3.5,51.5,0.5,0.9
Sainsbury's Ready Salted Crisps 6x25g,Ready Salted Potato Crisps,crisps,517,2.9,55.5,0.5,1.31
"Sainsbury's Gourmet Sea Salt Crisps, Taste the Difference 150g",Hand cooked potato crisps with sea salt,crisps,505,2.8,57.1,0.5,0.94
Doritos Cool Original Sharing Tortilla Chips Crisps 180g,Cool Original Flavour Corn Chips,crisps,498,3.5,58.1,2.7,1.48
Sensations Thai Sweet Chilli Sharing Crisps 150g,Thai Sweet Chilli Flavour Potato Crisps,crisps,474,2.2,60,3.7,1.4
Walkers Prawn Cocktail Multipack Crisps 6x25g,Prawn Cocktail Flavour Potato Crisps (with sugar and sweetener),crisps,513,2.4,55,1.9,1.2
Hula Hoops Original Potato Ring Crisps 6x24g,Original Salted Potato Rings,crisps,499,2.2,65,0.5,1.4
Walkers Salt & Vinegar Multipack Crisps 6x25g,Salt and Vinegar Flavour Potato Crisps,crisps,514,2.4,54,0.4,1.6
"Sainsbury's Sea Salt & Cider Vinegar Crisps, Taste the Difference 150g",Hand cooked potato crisps with sea salt and Suffolk cider vinegar seasoning,crisps,514,3,53.8,1.1,1.53
"Sainsbury's Cheddar & Spring Onion Crisps, Taste the Difference 150g",Hand cooked potato crisps with mature Cheddar cheese and spring onion seasoning,crisps,514,3.7,49.5,1.5,1.32
Walkers Salt & Shake Multipack Crisps 6x24g,x Salt & Shake Potato Crisps with Separate Salt Sachet,crisps,533,2.6,52.2,0.4,0
Hula Hoops BBQ Beef Potato Ring Crisps 6x24g,Barbecue Beef Flavour Potato Rings,crisps,498,2.3,64,1,2.2
Walkers Classic Variety Multipack Crisps 22x25g,"6 x Cheese & Onion Flavour Potato Crisps
6 x Ready Salted Potato Crisps
5 x Salt & Vinegar Flavour Potato Crisps
5 x Prawn Cocktail Flavour Crisps (with sugar and sweetener)",crisps,514,2.4,54,2.6,1.2
Kettle Chips Sea Salt & Balsamic Vinegar of Modena Sharing Crisps 150g,Hand Cooked Potato Chips with Sea Salt and "Aceto Balsamico di Modena IGP".,crisps,2142,2.4,56.8,1.3,1.6
McCoy's Flame Grilled Steak Variety Pack Crisps 6x25g,Flame Grilled Steak Flavour Potato Crisps,crisps,524,2.5,53,2.3,1.5
Sainsbury's Cheese & Onion Crisps 6x25g,Cheese and Onion Flavour Potato Crisps,crisps,508,2.7,55.9,0.6,1.25
Hula Hoops Variety Crisps 12x24g,"Barbecue Beef Flavour Potato Rings
Salt & Vinegar Flavour Potato Rings
Original Salted Potato Rings
Cheese & Onion Flavour Potato Rings",crisps,498,2.3,64,1,2.2
McCoy's Classic Variety Pack Crisps 6x25g,"Salt & Malt Vinegar Flavour Potato Crisps
Salted Flavour Potato Crisps
Cheddar & Onion Flavour Potato Crisps",crisps,529,2.5,54,1.9,2.1
Walkers Classic Variety Multipack Crisps 6x25g,"2 x Cheese & Onion Flavour Potato Crisps
2 x Ready Salted Potato Crisps
2 x Salt & Vinegar Flavour Potato Crisps",crisps,514,2.4,54,2.6,1.2
Walkers Ready Salted Crisps 12x25g,Ready Salted Potato Crisps,crisps,521,2.5,53,0.4,1.3
Doritos Chilli Heatwave Sharing Tortilla Chips Crisps 180g,Chilli Heatwave Flavour Corn Chips,crisps,497,3,59.3,6.1,1.35
Walkers Smoky Bacon Multipack Crisps 6x25g,Smoky Bacon Flavour Potato Crisps,crisps,514,2.4,55,4.5,1.2
Kettle Chips Sea Salt & Crushed Black Peppercorns Sharing Crisps 150g,Hand Cooked Potato Chips with Sea Salt & Crushed Black Peppercorns Seasoning.,crisps,2111,2.6,57.4,0.5,1.3
Walkers Roast Chicken Multipack Crisps 6x25g,Roast Chicken Flavour Potato Crisps,crisps,513,2.4,54,1.4,1.2
Kettle Chips Lightly Salted Multipack Crisps 5x30g,"Hand Cooked Potato Chips, Lightly Salted.",crisps,2139,3.5,51.5,0.5,0.9
Popchips Barbeque Multipack Crisps 5pk,Barbeque flavour popped potato snacks,crisps,420,1.4,62,8.7,2.1
McCoy's Salt & Vinegar Variety Pack Crisps 6x25g,Salt & Malt Vinegar Flavour Potato Crisps,crisps,529,2.5,54,1.9,2.1
Sainsbury's Classic Variety Assorted Crisps 22x25g,Assorted Flavours potato crisps,crisps,532,3.3,50.8,2.9,1.18
Pringles Texas BBQ Sauce Flavour Sharing Crisps 200g,Texas Barbecue Sauce Flavour Savoury Snack.,crisps,520,2.7,57,4.5,1.2
Walkers Less Salt Lightly Salted Multipack Crisps 6x25g,Lightly Salted Potato Crisps,crisps,522,2.5,53,0.4,0.67
Kettle Chips Sweet Chilli & Sour Cream Sharing Crisps 150g,Hand Cooked Potato Chips with Sweet Chilli and Sour Cream Seasoning.,crisps,2106,3.5,52.9,4.3,1.1
Kettle Chips Mature Cheddar & Red Onion Sharing Crisps 150g,Hand Cooked Potato Chips with Mature Cheddar Cheese and Red Onion Seasoning.,crisps,2142,3.3,52,1.3,1.2
Walkers Marmite Multipack Crisps 6x25g,Marmite? Flavour Potato Crisps,crisps,511,2.4,53,1.3,1.4
Jacob's Crinklys Cheese & Onion Crisps 6x25g,Cheese and Onion Flavour Crinkled Snack Biscuits,crisps,488,6.5,63.2,7.3,1.7
Tyrrells Lightly Sea Salted Sharing Crisps 150g,Lightly Sea Salted Potato Crisps.,crisps,2048,3,51.8,0.6,0.8
Walkers Sensations Thai Sweet Chilli Multipack Crisps 5x25g,Thai Sweet Chilli Flavour Potato Crisps,crisps,494,2.3,59,4,1.43
Sainsbury's Assorted Crisps 6x25g,Assorted Flavours Potato Crisps,crisps,517,2.9,55.5,0.5,1.31
Sainsbury's Salt & Vinegar Crisps 6x25g,Salt and Vinegar Flavour Potato Crisps,crisps,511,3.6,54.9,0.6,1.68
Jacob's Twiglets Crisps 6x24g,Crunchy Savoury Wholewheat Sticks,crisps,421,1.9,57,0.5,1.1
Popchips Barbeque Sharing Crisps 85g,Barbeque flavour popped potato snacks,crisps,420,1.4,62,8.7,2.1
Sainsbury's Ready Salted Crisps 12x25g,Ready Salted Potato Crisps,crisps,517,2.9,55.5,0.5,1.31
Walkers Meaty Variety Multipack Crisps 22x25g,"6 x Smoky Bacon Flavour Potato Crisps
6 x Roast Chicken Flavour Potato Crisps
5 x Prawn Cocktail Flavour Crisps (with sugar and sweetener)
5 x Cheese & Onion Flavour Potato Crisps",crisps,514,2.4,55,4.5,1.2
Sensations Roast Chicken & Thyme Sharing Crisps 150g,Roasted Chicken & Thyme Flavour Potato Crisps,crisps,501,2.4,57.1,2.6,1.43
Walkers Less Salt Mild Cheese & Onion Multipack Crisps 6x25g,Mild Cheese & Onion Flavour Potato Crisps,crisps,515,2.4,54,2.6,0.62
Popchips Sea Salt & Vinegar Sharing Crisps 85g,Sea salt & vinegar flavour popped potato snacks,crisps,408,1.7,67,2.6,2.2
Hula Hoops Original Crisps 12x24g,Original Salted Potato Rings,crisps,499,2.2,65,0.5,1.4
Doritos Tangy Cheese Sharing Tortilla Chips Crisps 180g,Tangy Cheese Flavour Corn Chips,crisps,501,3.4,57.5,2.7,1.19
Jacob's Twiglets Crisps 150g,Crunchy Savoury Wholewheat Sticks,crisps,421,1.9,57,0.5,1.1
Sainsbury's Classic Variety Assorted Crisps 12x25g,Assorted Flavours potato crisps,crisps,532,3.3,50.8,2.9,1.18
Popchips Sour Cream & Onion Multipack Crisps 5pk,Sour cream & onion flavour popped potato snacks,crisps,413,1.6,61,4.5,1.9
Pringles Paprika Sharing Crisps 200g,Paprika Flavour Savoury Snack,crisps,518,2.7,56,3.7,1.4
Tyrrells Lightly Sea Salted Crisps 6x25g,Lightly sea salted potato crisps 6x25g.,crisps,2048,3,51.8,0.6,0.8
Jacob's Cracker Crisps Salt & Vinegar 150g,Sea Salt & Balsamic Vinegar Flavour Crisp Snack Biscuits,crisps,470,4.8,67,7.5,1.8
Kellogg's Crunchy Nut Not So Nutty! Granola 600g,Crunchy Oat Clusters.,crisps,481,11,60,19,0.85
Kellogg's Fruit Winders Strawberry Snack 5x17g,Strawberry & Pear Fruit Snack Roll,crisps,393,3.5,79,37,0.13
Kellogg's Fruit Winders Doubles Apple & Strawberry Rolls 5x17g,A delicious apple and strawberry fruit snack roll made with all natural colours and flavours,crisps,393,3.5,79,37,0.13
"Sainsbury's Thai Sweet Chilli Crisps, Taste The Difference 150g",Hand cooked potato crisps with Thai sweet chilli flavour seasoning,crisps,531,3.8,57.7,3.8,1.02
Hula Hoops Variety Pack Potato Ring Crisps 6x24g,"Salt & Vinegar Flavour Potato Rings
Original Salted Potato Rings
Cheese & Onion Flavour Potato Rings",crisps,502,2.3,64,1,2
Hula Hoops Puft Salted Crisps 6x15g,Salted Flavour Wheat & Potato Snacks,crisps,481,2,61,0.8,0.86
"Sainsbury's Vegetable Crisps, Taste the Difference 100g","Parsnip, sweet potato and beetroot crisps with sea salt",crisps,529,3.1,43.5,25.1,1.1
Kettle Chips Sour Cream & Sweet Onion Sharing Crisps 150g,Hand Cooked Potato Chips Sour Cream and Sweet Onion Seasoning.,crisps,2115,3.9,51.6,3.5,1.2
Pringles Prawn Cocktail Flavour Sharing Crisps 200g,Prawn Cocktail Flavour Savoury Snack,crisps,505,3.4,52,3.4,1.6
Tyrrells Cider Vinegar & Salt Sharing Crisps 150g,Sea salt & cider vinegar seasoned potato crisps.,crisps,2042,2.8,56,1.7,1.8
Pringles Cheese & Onion Sharing Crisps 200g,Cheese and Onion Savoury Snack,crisps,516,2.7,56,2.7,1.4
Tyrrells Mixed Root Vegetable Sharing Crisps 125g,Mixed root vegetable crisps with sea salt.,crisps,2244,4,40.6,23.6,1.1
Walkers Less Salt A Dash of Salt & Vinegar Multipack Crisps 6x25g,Dash of Salt & Vinegar Flavour Potato Crisps,crisps,513,2.4,54,1,0.67
Sensations Balsamic Vinegar & Caramelised Onion Sharing Crisps 150g,Balsamic Vinegar & Caramelised Onion Flavour Potato Crisps,crisps,472,1.8,59.2,2.3,1.41
Hula Hoops Puft Salt & Vinegar Crisps 6x15g,Salt & Vinegar Flavour Wheat & Potato Snacks,crisps,479,2,62,1.7,1.1
Doritos Lightly Salted Sharing Tortilla Chips Crisps 270g,Lightly Salted Corn Chips,crisps,489,2.8,61.2,1.2,0.72
Walkers Cheese & Onion Crisps 12x25g,Cheese & Onion Flavour Potato Crisps,crisps,514,2.4,54,2.6,1.2
Sainsbury's Prawn Cocktail Crisps 6x25g,Prawn Cocktail Flavour Potato Crisps with sugar and sweetener,crisps,532,3.3,50.8,2.9,1.18
Tyrrells Sweet Chilli & Red Pepper Sharing Crisps 150g,Sweet Chilli & Red Pepper Seasoned Potato Crisps.,crisps,2089,3,53.1,4.5,1.1
Tyrrells Cheddar Cheese & Chive Sharing Crisps 150g,Mature Cheddar Cheese & Chive Seasoned Potato Crisps.,crisps,2121,3.5,52.8,3.9,1.3
Jacob's Cracker Crisps Sour Cream & Chive 150g,Sour Cream & Chive Flavour Crisp Snack Biscuits,crisps,470,5,66.4,6.8,1.8
Walkers Meaty Variety Crisps 12x25g,"3 x Smoky Bacon Flavour Potato Crisps
3 x Roast Chicken Flavour Potato Crisps
3 x Prawn Cocktail Flavour Potato Crisps (with sugar and sweetener)
3 x Cheese & Onion Flavour Potato Crisps",crisps,514,2.4,55,4.5,1.2
Pringles Smokey Bacon Flavour Sharing Crisps 200g,Smokey Bacon Flavour Savoury Snack.,crisps,519,2.7,56,2.8,1.6
Popchips Sour Cream & Onion Sharing Crisps 85g,Sour cream & onion flavour popped potato snacks,crisps,413,1.6,61,4.5,1.9
Tyrrells Lentil Sharing Crisps Sour Cream & Onion 80g,Lentil snacks with sour cream & onion seasoning.,crisps,1967,1.7,58,3.4,2
Doritos Hint of Lime Sharing Tortilla Chips Crisps 270g,Hint of Lime Flavour Corn Chips,crisps,499,3.3,58.6,2.1,1.24
Tyrrells Lentil Sharing Crisps Sweet Chilli & Red Pepper 80g,Lentil snacks with sweet chilli & red pepper seasoning.,crisps,1959,1.6,59,5.3,2.1
Pom-Bear Cheese & Onion Multipack Crisps 6x13g,Cheese & Onion Flavour Teddy Shaped Potato Snack,crisps,495,2.7,62,2.9,1.4
McCoy's Meaty Variety Pack Crisps 6x25g,"Flame Grilled Steak Flavour Potato Crisps
Thai Sweet Chicken Flavour Potato Crisps
Flame Smoked Chorizo Flavour Potato Crisps",crisps,524,2.5,53,2.3,1.5
Popchips Original Chips Sharing Crisps 85g,Sea salt flavour popped potato snacks,crisps,410,1.3,62,2,2.1
Pipers Anglesey Sea Salt Sharing Crisps 150g,Sea Salt Flavour Potato Crisps,crisps,2223,3.3,57.2,0.5,0.94
Kettle Chips Variety Multipack Crisps 5x30g,"Sea Salt & Balsamic Vinegar of Modena - Hand Cooked Potato Chips with Sea Salt and ""Aceto Balsamico di Modena IGP"".
Mature Cheddar & Red Onion - Hand Cooked Potato Chips with Mature Cheddar Cheese and Red Onion Seasoning.
Lightly Salted - Hand Cooked Potato Chips, Lightly Salted.",crisps,2142,2.4,56.8,1.3,1.6
Sainsbury's Ridge Classic Variety Ridge Cut Assorted Crisps 6x27g,Assorted Flavours Ridged Potato Crisps,crisps,517,2.9,55.5,0.5,1.31
Sainsbury's Flame Grilled Steak Ridge Cut Crisps 6x27g,Flame grilled steak flavour ridged potato crisps,crisps,521,3.3,53.4,1.1,1.02
"Sainsbury's Coronation Chicken Flavour Hand Cooked Potato Crisps, Taste the Difference 150g",Hand cooked potato crisps with coronation chicken flavour seasoning.,crisps,493,2.9,54.3,1.8,1.16
McCoy's Cheddar & Onion Variety Pack Crisps 6x25g,Cheddar & Onion Flavour Potato Crisps,crisps,526,2.5,53,2.4,0.97
Walkers Sensations BBQ Beef Teriyaki Sharing Crisps 150g,BBQ Beef Teriyaki Flavour Potato Crisps,crisps,476,2.1,58.6,2.6,1.53
Walkers Max Strong Jalape?o & Cheese Sharing Crisps 150g,Jalapeno & Cheese Flavour Ridged Potato Crisps,crisps,531,2.8,51,2.6,1.32
Walkers Max Punchy Paprika Sharing Crisps 150g,Punchy Paprika Flavour Ridged Potato Crisps,crisps,530,2.7,51.2,3.7,1.63
Pipers Lye Cross Cheddar & Onion Sharing Crisps 150g,Cheddar & Onion Flavour Potato Crisps,crisps,2227,3.5,56.1,1.5,1.55
Pipers Great Berwick Longhorn Beef Crisps 150g,Longhorn Beef Flavour Potato Crisps,crisps,2197,3,51.8,1.6,1
Walkers Max Strong Hot Chicken Wings Sharing Crisps 150g,Hot Chicken Wings Flavour Ridged Potato Crisps,crisps,532,2.7,51.1,3.2,1.35
Pipers Burrow Hill Cider Vinegar & Sea Salt Sharing Crisps 150g,Cider Vinegar & Sea Salt Flavour Potato Crisps,crisps,2184,3,57,2.7,2.13
McCoy's Thai Sweet Chicken Multipack Crisps 6 Pack,Thai Sweet Chicken Flavour Potato Crisps,crisps,525,2.4,54,3.2,1.3
Doritos Flamin' Hot Tangy Cheese Sharing Tortilla Chips Crisps 180g,Flamin' Hot Tangy Cheese Flavour Corn Chips,crisps,499,3,57.6,3.2,1.19
Pringles Sizzl'N Extra Hot Cheese & Chilli Crisps 180g,Cheese & Chilli Flavour Savoury Snack.,crisps,520,2.8,58,2.9,1.3
Pringles Sizzl'N Kickin' Sour Cream Sharing Crisps 180g,Sour Cream Flavour Savoury Snack.,crisps,525,2.9,57,2.8,1.6
Pipers Kirkby Malham Chorizo Sharing Crisps 150g,Chorizo Flavour Potato Crisps,crisps,2196,3.1,56.9,5.6,2
Walkers Cheese & Onion Crisps 45g,Cheese & Onion Flavour Potato Crisps,crisps,514,2.4,54,2.6,1.2
Tyrrells English Smoky Barbecue Sharing Crisps 150g,Smoky barbecue flavour potato crisps,crisps,2066,2.8,57.8,3.7,1.2
Pipers Atlas Mountains Wild Thyme & Rosemary Sharing Crisps 150g,Wild Thyme & Rosemary Flavour Potato Crisps,crisps,2121,1.8,56.2,2,1.4
Tyrrells Sea Salt & Black Pepper Sharing Crisps 150g,Sea Salt & Black Pepper Seasoned Potato Crisps.,crisps,2072,2.9,53.4,1.4,1.3
Doritos Stax Ultimate Cheese Sharing Snacks Crisps 170g,Ultimate Cheese Flavour Corn Chips,crisps,519,2.6,60,2.3,1.3
Walkers Salt & Vinegar Crisps 45g,Salt and Vinegar Flavour Potato Crisps,crisps,514,2.4,54,0.4,1.6
Pringles Sizzl'n Spicy Sweet Chilli Crisps 180g,Sweet Chilli Flavour Savoury Snack.,crisps,519,2.7,58,4.7,1.3
Doritos Stax Sour Cream & Onion Sharing Snacks Crisps 170g,Sour Cream & Onion Flavour Corn Chips,crisps,529,2.2,63,1.9,1.4
Walkers Prawn Cocktail Crisps 45g,Prawn Cocktail Flavour Potato Crisps (with sugar and sweetener),crisps,513,2.4,55,1.9,1.2
Pringles Sizzl'N Spicy Chorizo Flavour Sharing Crisps 180g,Spicy Chorizo Flavour Savoury Snack.,crisps,520,2.7,58,4,1.3
Doritos Flame Grilled Steak Sharing Tortilla Chips Crisps 180g,Flame Grilled Steak Flavour Corn Chips,crisps,491,3.1,59,5.5,1.57
Walkers Max KFC Kentucky Fried Chicken Sharing Crisps 140g,Crispy Chicken Flavour Ridged Potato Crisps,crisps,509,2.5,52.7,3.7,1.19
Tyrrells Veg Balsamic Vinegar & Sea Salt Sharing Crisps 125g,Balsamic vinegar & sea salt seasoned mixed root vegetable crisps,crisps,2158,3.6,39.3,23.8,1.6
Kettle Veg Chips Lightly Salted Sharing Crisps 125g,"Parsnip, Sweet Potato and Beetroot Chips, Lightly Salted.",crisps,514,2.4,44.1,21.3,1
Pringles Sour Cream & Onion Sharing Crisps 200g,Sour Cream and Onion Flavour Savoury Snack.,crisps,525,2.8,56,2.5,1.3
Pringles Texas BBQ Sauce Flavour Sharing Crisps 200g,Texas Barbecue Sauce Flavour Savoury Snack.,crisps,520,2.7,57,4.5,1.2
Kellogg's Crunchy Nut Not So Nutty! Granola 600g,Crunchy Oat Clusters.,crisps,481,11,60,19,0.85
Kellogg's Fruit Winders Doubles Apple & Strawberry Rolls 5x17g,A delicious apple and strawberry fruit snack roll made with all natural colours and flavours,crisps,393,3.5,79,37,0.13
